Name,Realm,Character,Tier,Element,Type,Owned
Hallowed Bolt,FFT,Agrias,SSB,NE,PHY,False
Holy Knight Charge,FFT,Agrias,SSB,Holy,PHY,True
Divine Ruination,FFT,Agrias,BSB,Holy,PHY,True
Holy Blade,FFT,Agrias,OSB,Holy,PHY,False
Divine Devastation,FFT,Agrias,USB,Holy,PHY,True
Loyal Blade,FFT,Agrias,USB,Holy,PHY,True
Divine Retribution,FFT,Agrias,ASB,Holy,PHY,False
Holy Cross Blade,FFT,Agrias,AW,Holy,PHY,True
Last Judgment Blade,FFT,Agrias,Sync,Holy,PHY,True
Bestowed Blade,FFT,Agrias,OLB,Holy,PHY,True
Crush Armor,FFT,Delita,Unique,NE,PHY,False
Counter Tackle,FFT,Delita,Unique,NE,NA,False
Northswain's Strike,FFT,Delita,SSB,NE,PHY,False
Hero-King,FFT,Delita,BSB,Holy Fire Lightning Ice,PHY,False
King Apparent,FFT,Delita,USB,Holy Fire Lightning Ice,PHY,False
Somebody to Love,FFT,Delita,USB,Holy Fire Lightning Ice,PHY,True
The Valiant,FFT,Delita,ASB,Holy Fire Lightning Ice,PHY,True
Requiem for the Meager,FFT,Delita,GL,NE,NA,True
Meager Ambition,FFT,Delita,GL2,Holy Fire Lightning Ice,NA,False
Hero-King's Strike,FFT,Delita,AW,Holy Fire Lightning Ice,PHY,False
Hero-King's Ruination,FFT,Delita,Sync,Holy Fire Lightning Ice,PHY,True
Aegis,FFT,Ovelia,Unique,NE,NA,True
Princess's Prayer,FFT,Ovelia,SSB,NE,NA,True
Divine Ward,FFT,Ovelia,SSB,NE,NA,False
Heart's Lament,FFT,Ovelia,BSB,Holy,MAG,True
Desperate Plea,FFT,Ovelia,BSB,NE,NA,True
Divine Dispelna,FFT,Ovelia,USB,NE,NA,True
Holy Magick Curaja,FFT,Ovelia,USB,Holy,MAG,False
Lifespring Zephir,FFT,Ovelia,USB,NE,NA,False
Princess's Plea,FFT,Ovelia,GL2,NE,NA,False
Saintly Wave,FFT,Ovelia,GL,Holy,NA,False
Fleeting Thoughts,FFT,Ovelia,AW,NE,NA,False
Ethereal Princess,FFT,Ovelia,Sync,NE,NA,False
Leg Shot (FFT),FFT,Mustadio,Unique,NE,PHY,False
Seal Evil (FFT),FFT,Mustadio,SSB,NE,PHY,False
Heart Piercer,FFT,Mustadio,SSB,NE,PHY,True
Sharpshot Spray,FFT,Mustadio,BSB,NE,PHY,False
Enchanted Machinegun,FFT,Mustadio,USB,Fire,PHY,False
Sword of Saints,FFT,Orlandeau,SSB,Holy Lightning,PHY,True
Swordplay,FFT,Orlandeau,BSB,Holy Dark,PHY,False
Thunder God,FFT,Orlandeau,OSB,Holy Lightning,PHY,True
Sword Saint,FFT,Orlandeau,USB,Holy Dark,PHY,True
Swordplay Extraordinaire,FFT,Orlandeau,ASB,Holy Dark,PHY,True
Sword Saint's Vigor,FFT,Orlandeau,GL,Holy,NA,False
Sword Saint's Honor,FFT,Orlandeau,GL,NE,NA,False
Sword Saint's Essence,FFT,Orlandeau,GL2,Holy Dark Earth,NA,False
Sword Saint's Fervor,FFT,Orlandeau,GL2,Dark Earth,NA,False
Sword Saint's Savvy,FFT,Orlandeau,AW,Holy Dark,PHY,True
Seiken Perfection,FFT,Orlandeau,Sync,Holy,PHY,True
Shadowblade Perfection,FFT,Orlandeau,Sync,Dark Earth,PHY,False
Holy Swordplay,FFT,Orlandeau,AD,Holy,PHY,True
Duskblade,FFT,Gaffgarion,SSB,Dark,PHY,False
Fellsword Dance,FFT,Gaffgarion,BSB,Dark,PHY,False
Dance with Shadows,FFT,Gaffgarion,USB,Dark,PHY,True
Unholy Sacrifice,FFT,Gaffgarion,USB,Dark,PHY,False
Cimmerian Edge,FFT,Gaffgarion,ASB,Dark,PHY,True
Shadowy Stance,FFT,Gaffgarion,GL2,Dark,NA,True
Mercenary's Worth,FFT,Gaffgarion,GL,Dark,NA,True
Dark Stance,FFT,Gaffgarion,GL2,NE,NA,True
Unyielding Darkblade,FFT,Gaffgarion,AW,Dark,PHY,False
Dark End,FFT,Gaffgarion,Sync,Dark,PHY,False
Ashura,FFT,Rapha,SSB,Fire,MAG,True
Heaven's Wrath (FFT),FFT,Rapha,BSB,Lightning,MAG,False
Miracle of Scorpio,FFT,Rapha,USB,Lightning,NA,False
Mystic Mantra,FFT,Rapha,GL,NE,NA,False
Concordant Mantra,FFT,Rapha,AW,Lightning,MAG,False
Nether Ashura,FFT,Marach,SSB,Fire Dark,MAG,False
Hell's Wrath,FFT,Marach,BSB,Lightning Dark,MAG,True
Khamja Collusion,FFT,Marach,USB,Lightning,MAG,False
Way of the Khamja,FFT,Marach,GL2,Lightning,MAG,False
Beastly Wrath,FFT,Marach,AW,Lightning Dark,MAG,False
Divine Destruction,FFT,Meliadoul,SSB,Earth Holy,PHY,False
Crush Helm,FFT,Meliadoul,BSB,Earth Holy,PHY,True
Templar's Fury,FFT,Meliadoul,USB,Earth Holy,PHY,True
Concentration (FFT),FFT,Meliadoul,GL2,Earth Holy,NA,True
Shatter Accessory,FFT,Meliadoul,AW,Earth Holy,PHY,True
Shatter Weapon,FFT,Meliadoul,Sync,Earth Holy,PHY,False
Nurse,FFT,Marche,SSB,NE,NA,False
Knight Combo,FFT,Marche,BSB,Holy,PHY,False
Divine Combo,FFT,Marche,USB,Holy,PHY,False
Saintly Combo,FFT,Marche,ASB,Holy,PHY,False
First Aid (FFT),FFT,Marche,GL,NE,NA,True
Modest Virtue,FFT,Marche,GL2,Holy,NA,False
Seiken Combo,FFT,Marche,AW,Holy,PHY,True
Sidekick,FFT,Montblanc,SSB,NE,NA,False
Black Combo,FFT,Montblanc,BSB,Fire Ice Lightning,MAG,False
Trinity Combo,FFT,Montblanc,USB,Fire Ice Lightning,MAG,True
Black Geomancy,FFT,Montblanc,GL2,NE,NA,False
Black Geomancy Combo,FFT,Montblanc,AW,Fire Ice Lightning,MAG,False
100% Wool,FFT,Montblanc,Sync,ALL,MAG,False
Cleric's Prayer,FFT,Alma,SSB,NE,NA,True
Wisdom of Orbonne,FFT,Alma,BSB,NE,NA,True
Sacred Barrier,FFT,Alma,USB,NE,NA,True
Angelic Vessel,FFT,Alma,USB,NE,NA,False
Auracite Glow,FFT,Alma,USB,NE,NA,True
Sister's Prayer,FFT,Alma,GL2,NE,NA,True
Holy Seal,FFT,Alma,AW,NE,NA,True
Chant of Devotion,FFT,Alma,Sync,NE,NA,False
Record of Truth,FFT,Orran,BSB,NE,NA,True
Celestial Stasis,FFT,Orran,USB,NE,NA,True
Celestial Fate,FFT,Orran,GL2,NE,NA,True
Celestial River,FFT,Orran,AW,NE,NA,True
Stargazer,FFT,Orran,Sync,NE,NA,False
Jackpot Shot,T-0,Ace,SSB,NE,MAG,False
Firaga RF,T-0,Ace,BSB,Fire,MAG,True
Firaga SHG,T-0,Ace,BSB,Fire,MAG,True
Mega Burst,T-0,Ace,OSB,Fire,MAG,False
Jackpot Triad,T-0,Ace,USB,Fire,MAG,False
Firaga BOM,T-0,Ace,USB,Fire,MAG,True
Beginning of the End,T-0,Ace,Chain2,ALL,PHY MAG,True
Bond (Ace),T-0,Ace,Chain4,ALL,PHY MAG,False
Monolith Beam,T-0,Ace,ASB,Fire,MAG,True
Cut Cards,T-0,Ace,GL,Fire,NA,False
Support Hand,T-0,Ace,GL2,Fire,NA,False
Wild Card,T-0,Ace,AW,Fire,MAG,False
Assault Cards,T-0,Ace,Sync,Fire,MAG,True
Volcano Card,T-0,Ace,Sync,Fire,MAG,False
Crimson Cards,T-0,Ace,OLB,Fire,MAG,False
Apex Jackpot Shot,T-0,Ace,AD,Fire,MAG,False
Awoken Jackpot Triad,T-0,Ace,DuAW,Fire,MAG,False
Prelude,T-0,Deuce,SSB,NE,NA,True
Concerto,T-0,Deuce,BSB,NE,NA,False
Hymn of Healing,T-0,Deuce,USB,NE,NA,True
Concerto ff,T-0,Deuce,USB,NE,NA,True
Vivace,T-0,Deuce,USB,NE,NA,False
Con Brio,T-0,Deuce,GL2,NE,NA,True
Communal Harmony,T-0,Deuce,AW,NE,NA,False
Vital Symphony,T-0,Deuce,Sync,NE,NA,True
White Knight,T-0,Nine,SSB,NE,NA,True
Class Zero Basher-in-Chief,T-0,Nine,BSB,Wind,PHY,False
Whirling Lance,T-0,Nine,USB,Wind,PHY,False
Javelin Throw,T-0,Nine,ASB,Wind,PHY,False
Swift Lancer,T-0,Nine,GL2,Wind,PHY,False
Laser Lance,T-0,Nine,AW,Wind,PHY,True
Spiral Jump,T-0,Nine,Sync,Wind,PHY,False
Slayer of Fear,T-0,Machina,SSB,NE,NA,False
Cyclone Drive,T-0,Machina,BSB,Earth Dark,PHY,True
Stunning Slash,T-0,Machina,OSB,Earth Dark,PHY,False
Awakening,T-0,Machina,USB,Earth Dark,PHY,False
Might of the l'Cie,T-0,Machina,Chain2,Earth,PHY,True
Vermillion Field,T-0,Machina,Chain3,ALL,PHY MAG,False
Grand Cascade,T-0,Machina,ASB,Earth Dark,PHY,True
Dual-Wield Flair,T-0,Machina,GL2,NE,NA,True
Quake Rush,T-0,Machina,GL2,Earth,PHY,True
Guardian Blades,T-0,Machina,AW,Earth Dark,PHY,False
Power of Fear,T-0,Machina,Sync,Earth Dark,PHY,True
Siphon Sword,T-0,Machina,Sync,Earth Dark,PHY,False
Apex Guardian Blades,T-0,Machina,AD,Earth Dark,PHY,False
Awoken Cyclone Drive,T-0,Machina,DuAW,Earth Dark,PHY,False
Undying Wish,T-0,Rem,SSB,NE,NA,False
Siphon Delta,T-0,Rem,BSB,Holy Dark,MAG,True
Cleansing Flame,T-0,Rem,OSB,Holy Fire,MAG,False
Manalchemy,T-0,Rem,USB,Holy Dark,MAG,True
Live Another Day,T-0,Rem,USB,NE,NA,True
Saintly Dagger Toss,T-0,Rem,ASB,Holy Dark,MAG,False
Tenacious Stand,T-0,Rem,GL2,NE,NA,False
Saintly Magic,T-0,Rem,GL2,Holy,MAG,False
Saintly Aura,T-0,Rem,GL,Holy,NA,True
Seraphim Strike,T-0,Rem,AW,Holy Dark,MAG,False
Saintly Huntcraft,T-0,Rem,Sync,Holy,MAG,True
Saintly Dagger Boomerang,T-0,Rem,OLB,Holy,MAG,False
Manalchemy Saint,T-0,Rem,AW,Holy,MAG,False
Dagger Toss,T-0,Rem,AD,Holy,MAG,True
Magic Martyr,T-0,Queen,SSB,Lightning Dark,PHY,True
Mana Sphere,T-0,Queen,BSB,Lightning Dark,PHY,True
Gate of Destiny,T-0,Queen,OSB,Lightning Dark,PHY,True
Divine Judgment Blade,T-0,Queen,USB,Lightning Dark,PHY,True
Spark Dash,T-0,Queen,USB,Lightning Dark,PHY,False
Sudden Shift,T-0,Queen,Chain3,Lightning,PHY,False
Energy Rush,T-0,Queen,ASB,Lightning,PHY,False
Fiendish Impulse,T-0,Queen,GL2,Lightning,NA,False
Fiendish Judgment,T-0,Queen,AW,Lightning Dark,PHY,True
Austere Jugde,T-0,Queen,AW,Lightning Dark,PHY,False
Devastate,T-0,Queen,Sync,Lightning,PHY,False
Destructive Energy,T-0,Queen,OLB,Lightning,PHY,False
Thunder Flash (Queen),T-0,Queen,GLB,Lightning,PHY,False
Apex Savage Heart Mode,T-0,Queen,AD,Lightning,PHY,True
Awoken Fiendish Judgment,T-0,Queen,DuAW,Lightning,PHY,False
Trigger Finger,T-0,King,SSB,Lightning,PHY,True
Magazine Blast,T-0,King,BSB,Lightning Fire,PHY,True
Endless Waltz,T-0,King,USB,Lightning,PHY,True
Plasma King,T-0,King,USB,Lightning,PHY,False
Point-Blank Shot,T-0,King,ASB,Lightning,PHY,True
King's Trigger,T-0,King,GL2,Lightning,NA,False
Munitions Charge,T-0,King,GL2,Lightning,PHY,False
King Snipe Mode,T-0,King,AW,Lightning,PHY,True
Endless Snipe,T-0,King,Sync,Lightning,PHY,False
Apex Point-Blank Shot,T-0,King,AD,Lightning,PHY,False
Awoken Hawkeye,T-0,King,DuAW,Lightning,PHY,False
Earthquake (Type-0),T-0,Cinque,SSB,Earth Wind,PHY,False
Gaia Pulse,T-0,Cinque,BSB,Earth,PHY,True
Whirling Mace,T-0,Cinque,USB,Earth Wind,PHY,True
Twenty-One Swings,T-0,Cinque,ASB,Earth,PHY,True
Grand Slam Swing,T-0,Cinque,GL2,Earth,PHY,True
Mace Cyclone,T-0,Cinque,AW,Earth Wind,PHY,True
Payback Mace,T-0,Cinque,AW,Earth Wind,PHY,False
Meteor Cyclone,T-0,Cinque,Sync,Earth,PHY,False
Rock Cyclone,T-0,Cinque,Sync,Earth,PHY,False
Max Charged Mace,T-0,Cinque,OLB,Earth Wind,PHY,False
Earth Raiment (Cinque),T-0,Cinque,GLB,Earth,NA,True
Diving Strike,T-0,Seven,BSB,Ice,MAG,False
Elementalash,T-0,Seven,USB,Ice,MAG,False
Ice Energy Whip,T-0,Seven,USB,Ice,MAG,False
Ice Bond (Seven),T-0,Seven,Chain4,Ice,MAG,False
Drainlash,T-0,Seven,ASB,Ice,MAG,True
Ice Cube,T-0,Seven,GL,Ice,NA,False
Icy Moment,T-0,Seven,GL2,Ice,NA,False
Icy Grip,T-0,Seven,GL2,Ice,NA,False
Sadistic Spikes,T-0,Seven,AW,Ice,MAG,True
Icicle Strike,T-0,Seven,Sync,Ice,MAG,False
Osmoselash,T-0,Seven,AD,Ice,MAG,False
Spiraling Flash (Seven),T-0,Seven,GLB,Ice,MAG,False
Whipblade Whirl,T-0,Seven,AW,Ice,MAG,False
Icefall Lash,T-0,Seven,OLB,Ice,MAG,False
Awoken Sadistic Spikes,T-0,Seven,DuAW,Ice,MAG,False
Black Hole (Type-0),T-0,Sice,BSB,Dark,PHY,True
Dark Nebula,T-0,Sice,USB,Dark,PHY,False
Negative Aura (Type-0),T-0,Sice,ASB,Dark,PHY,False
Dark Fog,T-0,Sice,GL2,Dark,NA,False
Black Abyss,T-0,Sice,GL2,NE,NA,True
Grim Reaper,T-0,Sice,AW,Dark,PHY,True
Death Maelstrom,T-0,Sice,AW,Dark,PHY,False
Doomshadow Scythe,T-0,Sice,Sync,Dark,PHY,False
Apex Negative Aura,T-0,Sice,AD,Dark,PHY,False
Awoken Grim Reaper,T-0,Sice,DuAW,Dark,PHY,False
Lightning Flash,T-0,Jack,BSB,Fire,PHY,True
Deliverance,T-0,Jack,USB,Fire,PHY,False
Flickering Shadow,T-0,Jack,GL2,Fire,NA,False
Transience,T-0,Jack,AW,Fire,PHY,False
Piercing Gleam,T-0,Jack,Sync,Fire,PHY,False
Apex Pearcing Gleam,T-0,Jack,AD,Fire,PHY,False
Awoken Transience,T-0,Jack,DuAW,Fire,PHY,False
Glacial Phantasm,T-0,Eight,BSB,Ice,PHY,False
Icebound Stance,T-0,Eight,USB,Ice,PHY,False
Ice Render Combo,T-0,Eight,ASB,Ice,PHY,False
Ice Phalanx,T-0,Eight,GL,Ice,NA,False
Icebound Billow,T-0,Eight,AW,Ice,PHY,True
Lightspeed Jab,T-0,Eight,AW,Ice,PHY,False
Ice Burst Fist,T-0,Eight,Sync,Ice,PHY,False
Frost Assault,T-0,Eight,OLB,Ice,PHY,True
Sacrificial Slug (Type-0),T-0,Eight,AD,Ice,PHY,False
Triple Charged Shot,T-0,Cater,USB,Fire Ice Lightning,PHY,False
Tri-Color Mine,T-0,Cater,ASB,Fire Ice Lightning,PHY,True
Elemental Charge,T-0,Cater,GL2,Fire Ice Lightning,NA,False
Tricky Reload,T-0,Cater,GL2,Fire Ice Lightning,NA,False
Rapid Charge,T-0,Cater,GL2,NE,NA,False
Trine Shot,T-0,Cater,GL,Fire Ice Lightning,PHY,True
Tri-Color Shot,T-0,Cater,AW,Fire Ice Lightning,PHY,True
Quad-Color Shot,T-0,Cater,AW,Fire Ice Lightning,PHY,False
Tri-Color Snipe Mode,T-0,Cater,Sync,Fire Ice Lightning,PHY,True
Trine Blast Shot,T-0,Cater,Sync,Fire Ice Lightning,PHY,False
Apex Elementillery,T-0,Cater,AD,Fire Ice Lightning,PHY,False
Awoken Triple Charged Shot,T-0,Cater,DuAW,Fire Ice Lightning,PHY,False
Firewall,T-0,Trey,USB,Fire Ice Water,PHY,True
Charged Arrow Shot,T-0,Trey,USB,Fire Ice Water,PHY,False
Burst Delta,T-0,Trey,ASB,Fire Ice Water,PHY,False
Tri-Phantoma,T-0,Trey,GL2,Fire Ice Water,NA,False
Following Shot,T-0,Trey,GL2,Fire Ice Water,PHY,False
Tri-Phantoma II,T-0,Trey,GL,Fire Ice Water,NA,True
Dynamite Arrow,T-0,Trey,AW,Fire Ice Water,PHY,False
Tri-Raining Arrows,T-0,Trey,AW,Fire Ice Water,PHY,False
Grand Delta,T-0,Trey,Sync,Fire Ice Water,PHY,False
Sniper Arrow Shot,T-0,Trey,OLB,Fire Ice Water,PHY,False
Apex Freezing Rain,T-0,Trey,AD,Fire Ice Water,PHY,False
Awoken Dynamite Arrow,T-0,Trey,DuAW,Fire Ice Water,PHY,False
Ars Arcanum,KH,Sora,BSB,Fire Lightning Ice,PHY,False
Strike Raid,KH,Sora,USB,Fire Lightning Ice,PHY,False
Ragnarok,KH,Sora,ASB,Fire Lightning Ice,PHY,False
Valor Form,KH,Sora,GL,Fire,NA,False
Master Form,KH,Sora,GL,Lightning,NA,False
Wisdom Form,KH,Sora,GL,Ice,NA,False
Master Hearts,KH,Sora,AW,Fire Lightning Ice,PHY,False
Darkhand Helm Split,KH,Riku,BSB,Dark,PHY,True
Dark Firaga,KH,Riku,USB,Dark,PHY,False
Aura of Darkness,KH,Riku,ASB,Dark,PHY,True
Darkhand,KH,Riku,GL,Dark,NA,True
Dark Cannon (KH),KH,Riku,AW,Dark,PHY,True
Keyblade Unleashed,KH,Roxas,USB,Holy Dark,PHY,False
Black Hole,KH,Roxas,ASB,Holy Dark,PHY,False
Limit Boost,KH,Roxas,GL,Holy Dark,PHY,False
Magic Hour,KH,Roxas,AW,Holy Dark,PHY,False
Wild Dance,KH,Axel,USB,Fire Wind,PHY MAG,False
Inferno Burst,KH,Axel,ASB,Fire Wind,PHY MAG,False
Fire Wall,KH,Axel,GL,Fire Wind,PHY MAG,False
Explosion,KH,Axel,AW,Fire Wind,PHY MAG,False
Ramuh Transfiguration,FFBe,Reynn,SSB,Lightning,MAG,False
Channel Element: Ice,FFBe,Reynn,BSB,Ice,MAG,False
Double Mirage,FFBe,Reynn,USB,Ice Water,MAG,True
Revenge Blast,FFBe,Lann,SSB,NE,PHY,False
Channel Element: Fire,FFBe,Lann,BSB,Fire,PHY,False
Mega Mirage Zanzetsuken,FFBe,Lann,OSB,NE,PHY,False
Atomic Impact,FFBe,Lann,USB,Fire,PHY,False
Crimson Punch,FFBe,Lann,AW,Fire,PHY,True
Divine Knight,FFBe,Morrow,SSB,NE,NA,False
Chrono Break,FFBe,Morrow,BSB,NE,PHY,False
Swift Chain,FFBe,Morrow,USB,NE,PHY,True
Angel Feathers,FFBe,Aemo,SSB,NE,NA,True
Reprogram,FFBe,Aemo,BSB,NE,NA,True
Photon Barrage,FFBe,Aemo,USB,NE,NA,False
Impact Leap,FFBe,Wrieg,SSB,Earth,PHY,False
Force Blaster,FFBe,Wrieg,BSB,Earth,PHY,True
Petal Pummel,FFBe,Tama,BSB,Holy Fire,MAG,False
World Parade,FFBe,Tama,USB,NE,NA,True
Sky Dream,FFBe,Tama,USB,NE,NA,False
Surging Challenge,FFBe,Tama,AW,Holy,MAG,False
Miracle Challenge,FFBe,Tama,AW,NE,MAG,False
Creator's Judgment,FFBe,Enna Kros,BSB,Earth Holy,MAG,True
Break Time,FFBe,Enna Kros,USB,Earth Holy,MAG,True
Worldbreaker,FFBe,Enna Kros,ASB,Earth Holy,MAG,False
The World's Rules,FFBe,Enna Kros,GL,Earth,NA,False
Soul of Light,FFBe,Enna Kros,GL2,Earth Holy,MAG,False
Godly Geocrush,FFBe,Enna Kros,AW,Earth Holy,MAG,True
The Creator's Rules,FFBe,Enna Kros,Sync,Earth,MAG,False
Creator's Whim,FFBe,Enna Kros,AD,Earth,MAG,False
Wind Rhapsody,FFBe,Serafie,USB,Wind,MAG,True
Misdirection,FFBe,Serafie,ASB,Wind,MAG,True
Rumor Radar,FFBe,Serafie,GL2,Wind,NA,True
Silent Voice,FFBe,Serafie,AW,Wind,MAG,True
Whispering Breeze,FFBe,Serafie,AW,Wind,MAG,False
Mascot Special,FFBe,Serafie,Sync,Wind,MAG,False
Tickling Wind,FFBe,Serafie,OLB,Wind,MAG,False
Spiraling Flash (Serafie),FFBe,Serafie,GLB,Wind,NA,False
Apex Rumor Radar,FFBe,Serafie,AD,Wind,MAG,False
Awoken Wind Rhapsody,FFBe,Serafie,DuAW,Wind,MAG,False
Soul Prominence,FFBe,Rain,USB,Fire Earth,PHY,False
Glowing Ray,FFBe,Rain,ASB,Fire Earth,PHY,False
Rising Mantle,FFBe,Rain,GL2,Fire Earth,PHY,False
Lava Floor,FFBe,Rain,AW,Fire Earth,PHY,False
Crimson Nova,FFBe,Rain,Sync,Fire Earth,PHY,True
Blossom Heart,FFBe,Fina,USB,NE,NA,False
Shining Cheer,FFBe,Fina,GL2,NE,NA,False
Superior Healing,FFBe,Fina,AW,NE,NA,False
Eternal Light,FFBe,Fina,Sync,NE,NA,False
Blade Flash-Awakened,FFBe,Lasswell,USB,Ice Wind,PHY,False
Exorcising Storm,FFBe,Lasswell,ASB,Ice Wind,PHY,False
Knightly Bonds,FFBe,Lasswell,GL2,Ice,NA,False
Azure Sky,FFBe,Lasswell,AW,Ice Wind,PHY,False
Winter's Oblivion,FFBe,Lasswell,Sync,Ice,PHY,False
Stormlance Grimoire,Core,Tyro,Unique,Lightning,PHY,False
Healing Grimoire,Core,Tyro,Unique,NE,NA,True
Cyclone Grimoire,Core,Tyro,Unique,NE,MAG,False
Sentinel's Grimoire,Core,Tyro,Unique,NE,NA,True
Celebration Grimoire,Core,Tyro,Unique,NE,PHY,True
Last Judgment Grimoire,Core,Tyro,SSB,Earth,PHY,True
Keeper's Tome,Core,Tyro,BSB,NE,NA,True
Arbiter's Apocrypha,Core,Tyro,OSB,NE,PHY,True
Fantasy Unbound,Core,Tyro,USB,NE,PHY,True
Divine Veil Grimoire,Core,Tyro,USB,NE,NA,True
Arbiter's Tome,Core,Tyro,USB,NE,NA,False
Warder's Apocrypha,Core,Tyro,USB,NE,NA,True
Triple Phase,Core,Tyro,ASB,Holy Dark,PHY,True
Link of Light,Core,Tyro,ASB,Holy,PHY,True
Purifying Grimoire,Core,Tyro,GL,NE,NA,True
True Sentinel's Grimoire,Core,Tyro,GL2,NE,NA,False
Fantasy Grimoire Vol. I,Core,Tyro,AW,NE,NA,True
Fantasy Grimoire Vol. III,Core,Tyro,AW,NE,PHY MAG,True
Fantasy Grimoire Vol. II,Core,Tyro,Sync,ALL,PHY MAG,False
Our Fantasy Unbound,Core,Tyro,AD,ALL,PHY MAG,True
Bond (Tyro),Core,Tyro,Chain4,ALL,PHY MAG,False
Awoken Arbiter’s Apochrypha,Core,Tyro,DuAW,ALL,PHY MAG,False
Double Attack II,Core,Warrior,Unique,NE,PHY,False
Knight's Shield II,Core,Knight,Unique,NE,NA,True
Doublecast Thunder,Core,Red Mage,Unique,Lightning,MAG,True
Magic Signet,Core,Black Mage,Unique,NE,NA,True
Mass Firaga,Core,Black Mage,Unique,Fire,MAG,False
Divine Signet,Core,White Mage,Unique,NE,NA,True
Light Divine,Core,White Mage,Unique,NE,NA,True
Call II,Core,Summoner,Unique,ALL,MAG,True
Steady Shot II,Core,Ranger,Unique,NE,PHY,True
Sidewinder,Core,Ranger,Unique,NE,PHY,False
Valor Minuet II,Core,Bard,Unique,NE,NA,True
Magika Coat,Core,Elarra,BSB,NE,NA,True
Magika Album,Core,Elarra,USB,NE,NA,True
Magika Orare,Core,Elarra,USB,NE,NA,False
Magika Plus,Core,Elarra,GL,NE,NA,True
Magika Amuletum,Core,Elarra,GL2,NE,NA,False
Magika Phoenix,Core,Elarra,AW,NE,NA,False
Magika Animus,Core,Elarra,Sync,NE,NA,True
Magika Stella,Core,Elarra,Sync,NE,NA,False
Awoken Magika Album,Core,Elarra,DuAW,NE,NA,False
Boulder Blow,Core,Biggs,USB,Earth Holy,PHY,True
Flashy Blow,Core,Biggs,GL,Earth,PHY,False
Agent's Strike,Core,Biggs,GL2,Earth,PHY,False
Humongous Strike?,Core,Biggs,AW,Earth Holy,PHY,False
Prime Explosion,Core,Biggs,Sync,Earth Holy,PHY,False
Unshackled Power,Core,Biggs,OLB,Earth Holy,PHY,False
Knight of the Round,Core,Biggs,AD,Earth Holy,PHY,False
Awoken Boulder Blow,Core,Biggs,DuAW,Earth Holy,PHY,False
Trickster,Core,Wedge,USB,Wind Lightning,PHY MAG,True
Fairy Stars,Core,Wedge,GL,Wind,PHY MAG,True
Mach Star,Core,Wedge,AW,Wind,PHY MAG,False
Flying Star,Core,Wedge,Sync,Wind,PHY MAG,False
Tornado Star,Core,Wedge,OLB,Wind,PHY MAG,False
Star Drive,Core,Wedge,AD,Wind,PHY MAG,False
Awoken Trickster,Core,Wedge,DuAW,Wind,PHY MAG,False
Nature's Wrath,Core,Dr. Mog,USB,Holy Fire Ice Lightning,MAG,True
Our Historia,Core,Dr. Mog,Chain2,ALL,PHY MAG,True
Bug Hunter,Core,Dr. Mog,ASB,Water Holy Fire Ice Lightning,MAG,True
Archivist's Source,Core,Dr. Mog,ASB,Holy Fire Ice Lightning,MAG,False
Waverider Moogle,Core,Dr. Mog,ASB,Water,MAG,True
Bubble Mode,Core,Dr. Mog,GL,Water,NA,False
Aqua Mode,Core,Dr. Mog,GL2,Water,NA,False
Royal Sentinel,Core,Dr. Mog,GL,NE,NA,True
Royal Resourcefulness,Core,Dr. Mog,GL2,ALL,NA,False
Tetra Catastrophe,Core,Dr. Mog,AW,Holy Fire Ice Lightning,MAG,False
Marine Expanse,Core,Dr. Mog,AW,Water,MAG,True
Waverider Moogle V2,Core,Dr. Mog,AW,ALL,MAG,False
Rainbow Magic,Core,Dr. Mog,Sync,ALL,MAG,False
Soaring Fireworks,Core,Dr. Mog,OLB,ALL,MAG,False
Soaring Moogle,Core,Dr. Mog,GLB,NE,NA,True
Nameless Historia,Core,Dr. Mog,AD,ALL,MAG,False
